subject,age,gender,AMP_effect_positive_negative,IA_AMP_effect_positive_negative,IA_AMP_uninfluenced_effect_positive_negative,influence_rate,awareness,influence_general,intentionality,self_exclusion_1,self_exclusion_1other,unintentionality,complete_data
603431960,21,Male,0.07,0,0.39,0.42,all,about half,a few,"Yes, use my data",,about half,TRUE
611666838,32,female,0.03,0,0,0,all,none,none,"Yes, use my data",,none,TRUE
613037481,26,female,0.17,0,0,0,all,none,none,"Yes, use my data",,none,TRUE
617319702,25,Male,0.7,0.37,0.34,0.13,all,less than half,a few,"Yes, use my data",,a few,TRUE
618053587,55,male,0.27,0.4,0.11,0.47,all,less than half,a few,"No, exclude my data (please specify why):","Started second guessing the process. Sometimes it felt that I was not going on my gut. Often, I was getting annoyed at looking at the same black and white image over and over again and this goverened  my responses.",about half,TRUE
618473921,24,Female,0.07,0.2,0.2,0.33,all,less than half,a few,"Yes, use my data",,less than half,TRUE
619817464,34,Male,NA,NA,NA,NA,less than half,less than half,none,"Yes, use my data",,none,FALSE
624776678,23,female,0,0,0,0.87,all,most,most,"No, exclude my data (please specify why):","Didnt think the study presented itself well, it was hard and i believe everyone would judge base on the image, is wasnt clear and from the picture to the painting. the images flicked way to fast for me to image the actual paintings themselves",a few,TRUE
625329770,53,Male,0.1,0.23,0.07,0.25,less than half,less than half,a few,"Yes, use my data",,less than half,TRUE
626117628,35,female,0.07,0,0,0,all,none,none,"No, exclude my data (please specify why):",i couldn't always see the full painting as it went so fast.,a few,TRUE
631499240,24,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
633351257,23,Male,0.17,0.17,0.05,0.37,all,about half,about half,"No, exclude my data (please specify why):","I really couldn't meaningfully differentiate between the paintings, because they all looked unlike anything in particular so I was always erring towards rating them all as unpleasant.  I ultimately started judging them based on how well they reflected the image that came before instead, as I was very confused about what I was looking at with the paintings that seemed to never change or really resemble anything.",more than half,TRUE
637506975,47,Female,0,0,NA,0.95,less than half,none,none,"No, exclude my data (please specify why):","Because it was not working properly - the image flashed, then a painting flashed and then I was left looking at a blackand white image - this didn't work and was a total waste of my time and energy!",none,TRUE
639900562,49,male,0.93,0.77,NA,0.95,less than half,more than half,none,"Yes, use my data",,more than half,TRUE
640382841,25,Female,0.07,0,0.21,0.27,all,about half,none,"Yes, use my data",,about half,TRUE
641691918,23,male,0.03,0.47,0.25,0.6,less than half,most,less than half,"Yes, use my data",,more than half,TRUE
649971045,30,Male,0.03,0.37,0.33,0.9,about half,less than half,less than half,"Yes, use my data",,less than half,TRUE
651366022,44,female,0,0,0,0,all,none,none,"No, exclude my data (please specify why):","Whilst I saw all of the pictures none of the paintings appeared.  All I saw was a box with pixellated dots, and it was the same every time.  I did not like the dotty picture and so selected dislike and this was the same for all - hence I could not be influenced by what went before.",none,TRUE
652253420,30,Female,0.07,0,0,0,none,none,none,"Yes, use my data",,none,TRUE
653157631,19,male,0.67,0.83,NA,1,all,all,most,"Yes, use my data",,all,TRUE
659185310,31,male,0.37,0.57,NA,0.95,all,most,most,"Yes, use my data",,most,TRUE
659802904,28,female,0.7,0.6,0.42,0.83,all,most,more than half,"Yes, use my data",,less than half,TRUE
663590307,30,female,0.57,0.37,1,0.97,all,most,a few,"Yes, use my data",,about half,TRUE
663722728,55,Female,0.33,0.43,0,0.27,all,a few,a few,"Yes, use my data",,about half,TRUE
670738183,44,female,0,0.07,0.07,0,all,none,none,"Yes, use my data",,none,TRUE
673158967,20,Male,0.1,0.03,0.22,0.27,most,less than half,none,"Yes, use my data",,about half,TRUE
674354661,36,female,0.13,0.3,0,0.18,all,a few,none,"Yes, use my data",,a few,TRUE
675361479,36,male,0,0,0,0,all,none,none,"Yes, use my data",,none,TRUE
684939008,47,Female,0,0,0,0,all,none,none,"No, exclude my data (please specify why):","All of the 'paintings' were a monochrome pixelated mess. It was unpleaseant so I just chose 'D' everytime because, regardless of the cute bunny/baby, nasty gun or neutral astonaut, I didn't like it. As it was unchanging (except for the preceeding images) I just pressed the left key.  If the picture was intentionally th esame, please use my data but I assumed that something had gone wrong with the pictures which would nullify my results.",none,TRUE
685225112,25,female,0.03,0.07,0.07,0,all,none,none,"Yes, use my data",,none,TRUE
685423578,30,Female,0.7,0.73,0.72,0.15,all,less than half,none,"Yes, use my data",,more than half,TRUE
689331768,53,female,0.4,0.53,0.41,0.18,all,about half,less than half,"Yes, use my data",,less than half,TRUE
694368279,39,F,0.2,0.07,0.18,0.15,all,a few,a few,"Yes, use my data",,less than half,TRUE
697556235,31,Female,0.27,0.2,0.16,0.05,all,a few,none,"Yes, use my data",,more than half,TRUE
698743276,25,Female,0.07,0.27,0.12,0.28,all,less than half,a few,"Yes, use my data",,less than half,TRUE
700296587,56,female,0.07,0.5,0.3,0.28,all,less than half,a few,"Yes, use my data",,less than half,TRUE
702090064,25,Female,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
702411223,34,Female,0.17,0.07,0.05,0.17,all,a few,none,"Yes, use my data",,a few,TRUE
702752991,27,male,0.4,0.63,0.64,0.22,all,less than half,a few,"Yes, use my data",,a few,TRUE
706947568,22,Female,0.7,0.57,0.32,0.7,more than half,about half,a few,"Yes, use my data",,less than half,TRUE
707709361,30,Male,0.23,0.03,0.07,0.03,all,a few,none,"Yes, use my data",,a few,TRUE
711959696,45,female,0.3,0.03,0.03,0.02,more than half,a few,a few,"No, exclude my data (please specify why):",I think there was some malfunction-  the images and pics just were shown v quicky- a lot of the time i didnt see the art,a few,TRUE
712739175,31,female,0.07,0.4,0.41,0.03,a few,less than half,a few,"Yes, use my data",,about half,TRUE
718021052,29,female,0.03,0.1,0.09,0.02,all,none,none,"Yes, use my data",,none,TRUE
718587244,28,male ,0.07,0,0,0.02,all,none,none,"No, exclude my data (please specify why):",The paintings didn't load correctly so I couldn't rate them effectively.,none,TRUE
719182058,37,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
723869894,40,male,0.9,0.93,NA,0.98,all,all,all,"Yes, use my data",,none,TRUE
724120034,62,Male,0.1,0.07,0.15,0.23,all,less than half,less than half,"Yes, use my data",,about half,TRUE
724384632,25,Male,0.07,0.13,0.04,0.1,all,a few,none,"Yes, use my data",,a few,TRUE
728740624,35,Male,0.33,0.37,0.15,0.55,most,more than half,about half,"Yes, use my data",,most,TRUE
729193027,25,male,0.27,0.37,0.39,0.13,all,a few,most,"Yes, use my data",,more than half,TRUE
734143895,40,male,0.1,0,0.07,0.03,all,a few,none,"Yes, use my data",,a few,TRUE
734893857,30,male,0.8,0.7,0.83,0.83,most,most,most,"Yes, use my data",,most,TRUE
737917623,52,male,0.07,0.03,0.03,0,all,none,none,"Yes, use my data",,none,TRUE
742682526,30,female,0.3,0.17,0.14,0.27,about half,about half,a few,"Yes, use my data",,a few,TRUE
744893120,64,FEMALE,0,0,0,0,all,none,none,"No, exclude my data (please specify why):",THIS IS THE SECOND SURVEY FOR YOU TODAY AND I'M CONCERNED BECAUSE THE SECOND IMAGES WERE ALWAYS JUST BLACK AND WHITE PIXELLATED PATTERNS.   I AM HAPPY TO DO THE ACTIVITIES BUT AM NOT SURE THAT THE SOFTWARE/SURVEY IS OPERATING CORRECTLY,none,TRUE
745800901,28,male,0.03,0,0,0.03,all,none,none,"Yes, use my data",,none,TRUE
746598446,40,female,0,0,0,0,all,none,none,"No, exclude my data (please specify why):","because none of the 'paintings' actually worked, each one showed up just as white pixels on a black background, no actual paintings to see ",none,TRUE
747774911,46,Male,0.13,0.63,0.05,0.62,all,most,most,"Yes, use my data",,most,TRUE
752576015,18,female,0.73,0.43,0.38,0.77,about half,more than half,most,"Yes, use my data",,more than half,TRUE
755818443,38,female,0.07,0.03,0.29,0.25,all,less than half,none,"Yes, use my data",,a few,TRUE
761790772,23,female,0.03,0.77,NA,0.98,all,most,more than half,"Yes, use my data",,most,TRUE
762328347,31,Male,0.23,0.1,0.13,0.12,all,less than half,a few,"Yes, use my data",,most,TRUE
762697877,26,Female,NA,NA,NA,NA,none,none,none,"No, exclude my data (please specify why):",The program did not work properly and most of the pictures were blank for me,none,FALSE
769145415,34,Male,0.1,0.07,0.6,0.88,most,most,a few,"Yes, use my data",,a few,TRUE
770187176,20,FEMALE,0.3,0.07,0.43,0.48,all,about half,a few,"Yes, use my data",,about half,TRUE
771393402,33,Male,0.6,0.2,0.38,0.78,about half,about half,less than half,"Yes, use my data",,more than half,TRUE
773867391,62,Male,0.23,0.2,0.07,0.28,all,less than half,none,"Yes, use my data",,a few,TRUE
774679626,49,Male,NA,0.9,0.8,0.82,all,all,all,"Yes, use my data",,a few,FALSE
774797699,29,Female,0,0,0,0,all,none,none,"Yes, use my data",,none,TRUE
776944350,29,Male,0.1,0.23,0.08,0.42,all,about half,about half,"No, exclude my data (please specify why):","Unfortunately, I did not understand what the painting was in the first set of images in the first round! I thought the paintings I had to rate were the black and white dots (where I had to select pleasant/unpleasant), so I selected unpleasant for most of them because they were all the same. It wasn't until near the end of the set of questions that I realised where the paintings were - they appeared so quickly! The second round you should use my data, but not the first round. Maybe it would be good to include a practice session for future studies?",more than half,TRUE
777022764,31,Female,0.47,0.23,0.06,0.22,all,about half,less than half,"Yes, use my data",,less than half,TRUE
777312037,33,Female,0.27,0.47,0.47,0,all,none,none,"Yes, use my data",,less than half,TRUE
785761984,26,male,0.07,0.1,0.03,0.55,about half,about half,about half,"No, exclude my data (please specify why):","The images were not presenting clearly. They were on the screen for about 0.1seconds, and then was followed by a black square with white dots. So I was unable to do the test. ",about half,TRUE
788517091,37,Male,0,0,0,0,none,none,none,"No, exclude my data (please specify why):",Something must have gone wrong here. I was just seeing black and white noise patterns with no visual appeal at all. I rated every single picture unappealing and the preceding picture had no influence at all. There was a momentary flash of a picture with a navy blue background and coloured stripes. Perhaps this was supposed to be displayed instead of the noise pattern.,none,TRUE
788801514,32,female,0.1,0.53,0.43,0.12,all,a few,none,"Yes, use my data",,a few,TRUE
792625375,39 ,female,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
793290647,39,Male,0.33,0.07,0.06,0.08,all,a few,none,"Yes, use my data",,a few,TRUE
794375296,18,Male,0.43,0.53,0.75,0.85,all,most,none,"No, exclude my data (please specify why):",I just felt like every single image presented before the painting meant I was not able to view the paintings nuetrally. The paintings were far harder to actually process mentally than the images presented before them. Even though I tried extremely hard to focus on the paintings I felt each image clouded my impression unintentionally,more than half,TRUE
798288819,20,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
798304334,24,Male,0.07,0.37,0.35,0.48,all,more than half,a few,"Yes, use my data",,more than half,TRUE
804690348,37,female,0.67,0.83,0.83,0,none,none,none,"Yes, use my data",,none,TRUE
804926324,30,Male,0.07,0,0,0,all,none,none,"Yes, use my data",,none,TRUE
806189096,26,male,0.83,0.63,0.32,0.42,all,more than half,about half,"Yes, use my data",,a few,TRUE
816100564,29,Female,0,0,0,0.58,most,about half,less than half,"Yes, use my data",,less than half,TRUE
818950202,38,Female,0.13,0.07,0.07,0,all,none,none,"Yes, use my data",,none,TRUE
819177542,50,male,0.07,0.47,0.09,0.42,all,less than half,a few,"Yes, use my data",,a few,TRUE
823502382,50,female,0,0,0,0,all,none,none,"No, exclude my data (please specify why):","I never saw a painting, just pixellated black and white image, which seemed to be the same throughout both trials.  This was not a 'pleasant' image but since it was not really an image at all, I am not sure if the trial was working properly...",none,TRUE
824288176,40,Male,0.03,0.43,0.26,0.23,about half,less than half,a few,"Yes, use my data",,a few,TRUE
824444440,53,male,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
824619681,23,female,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
825327997,24,Male,0.07,0.1,0,0.05,all,a few,a few,"Yes, use my data",,none,TRUE
833363030,37 ,Male,0.03,0.13,0,0.87,about half,less than half,about half,"Yes, use my data",,about half,TRUE
834362450,30,female,0.9,0.9,1,0.87,all,most,most,"Yes, use my data",,most,TRUE
835934101,32,Male,0.03,0.23,0.09,0.17,all,less than half,less than half,"Yes, use my data",,less than half,TRUE
836810172,42,female,0.1,0.07,0.16,0.25,most,a few,a few,"Yes, use my data",,about half,TRUE
838378230,30,Female,0.17,0.13,0.09,0.05,all,a few,a few,"Yes, use my data",,less than half,TRUE
839923697,28,Male,0.37,0.03,0.07,0.22,all,less than half,a few,"Yes, use my data",,a few,TRUE
847325847,39,Female,0.03,0.3,0.01,0.28,all,a few,a few,"Yes, use my data",,about half,TRUE
848279411,27,Male,0.4,0.97,NA,0.63,all,about half,about half,"Yes, use my data",,about half,TRUE
848279434,47,Female,0.3,0.27,0,0.38,all,about half,a few,"Yes, use my data",,less than half,TRUE
850835713,54,male,0,0.43,0,0.42,all,about half,a few,"Yes, use my data",,a few,TRUE
850846837,25,female,0.83,0.7,0.7,0,all,none,none,"Yes, use my data",,none,TRUE
851893964,19,male,0.67,0.73,0,0.95,all,all,all,"No, exclude my data (please specify why):","the only time the paintings were different for me was the mickey mouse picture and teh picture of the two dolphins playing. i tried to just focus on the painting, but it all looked the same other than those two",a few,TRUE
852658454,21,Male,0.77,0.83,NA,1,most,all,none,"Yes, use my data",,all,TRUE
857911484,46,Female,0.73,0.8,0.83,0.42,more than half,about half,a few,"No, exclude my data (please specify why):",Very hard to separate the two images and my reaction to the second,about half,TRUE
863080510,39,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
864516972,49,male,0.03,0.03,0.03,0,all,none,none,"Yes, use my data",,none,TRUE
869860297,52,Male,0.13,0.1,0.1,0,most,a few,less than half,"No, exclude my data (please specify why):",I felt that the images came and went so quiclly that by the time that I had recognised the picture the painiting had been and gone without me even spotting it let along having time to make a judgemnet on its qualities.,less than half,TRUE
870019599,38,Male,0.7,0.13,0.02,0.2,all,about half,less than half,"Yes, use my data",,about half,TRUE
872187172,48,Female,0,0.07,0.16,0.08,a few,a few,none,"Yes, use my data",,less than half,TRUE
873934556,48,male,0.1,0,0,0,all,none,none,"Yes, use my data",,none,TRUE
874439829,30,Male,0.07,0.03,0.1,0.07,all,a few,none,"Yes, use my data",,less than half,TRUE
878658015,50,female,0,0,0,0,all,none,none,"No, exclude my data (please specify why):","This is the second of these studies I have done and this time (unlike last time), I think I saw some 'paintings' but they were just slashes of colour not pictures so a flashed up image was not long enough to form a positive opinion, therefore I marked all as negative.  Maybe that is the point?  ",none,TRUE
888089443,39,female,0.03,0.27,0.04,0.23,all,a few,about half,"Yes, use my data",,a few,TRUE
890408292,26,male,0.43,0.57,0.04,0.7,all,most,most,"Yes, use my data",,a few,TRUE
891572260,34,male,0.07,0,0,0,all,none,none,"Yes, use my data",,none,TRUE
893323259,20,Female,0.77,0.17,0.1,0.07,all,a few,a few,"Yes, use my data",,a few,TRUE
895346667,29,Male,0.5,0.77,0.71,0.18,less than half,less than half,less than half,"Yes, use my data",,none,TRUE
898452413,50,female,0.13,0.03,0.19,0.22,all,a few,a few,"No, exclude my data (please specify why):",because to be honest the painting was the same throughout the survey so once i had decided upon m feeling for the painting there seamed little point to the trying to state how i felt about it ,a few,TRUE
898699104,21,male,0.17,0.3,0.13,0.55,all,most,most,"Yes, use my data",,most,TRUE
898951393,efe,fefe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
900653247,28,Male,0,0.23,0.33,0.93,all,more than half,about half,"Yes, use my data",,about half,TRUE
904062037,52,male,0,0,0,0,all,none,none,"Yes, use my data",,none,TRUE
904151564,33,female,0,0.2,0.2,0,all,none,all,"Yes, use my data",,none,TRUE
907583841,34,female,0,0,0,0.95,NA,NA,NA,NA,NA,NA,FALSE
908462411,40,Female,0.33,0.13,0.04,0.35,all,more than half,less than half,"Yes, use my data",,less than half,TRUE
913143616,20,Male,0.1,0.5,0.15,0.48,all,more than half,less than half,"Yes, use my data",,most,TRUE
915057176,54,female,0.47,0.2,0.2,0,all,none,none,"Yes, use my data",,less than half,TRUE
918295972,24,Male,0.03,0.2,0.17,0.07,a few,a few,a few,"Yes, use my data",,less than half,TRUE
921869582,29,Female,0.17,0.3,0,0.15,all,less than half,less than half,"No, exclude my data (please specify why):",Because I don't think I actually saw the image (painting) I was supposed to see each time - I just saw a weird black and wide jumbled mess.,none,TRUE
924884559,38,female,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
925409847,34,male,0.1,0.07,0.04,0.02,all,a few,none,"Yes, use my data",,a few,TRUE
926115461,22,Male,0.97,0.03,0.03,0.05,most,a few,a few,"Yes, use my data",,about half,TRUE
929309769,26,Female,0.17,0.33,0.17,0.17,all,less than half,none,"Yes, use my data",,less than half,TRUE
936257094,45,female,0.27,0.27,0.31,0.53,all,more than half,a few,"No, exclude my data (please specify why):",The 'painting' remained the same (a b/w pixelated image) - tried to notice differences but am pretty sure it was either not displaying correctly or is a part of the trial!,a few,TRUE
939987414,62,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
942420014,44,male,0.07,0.1,0.09,0.02,all,a few,none,"Yes, use my data",,a few,TRUE
942896505,20,Male,0.5,0.53,0.33,0.7,none,more than half,none,"Yes, use my data",,less than half,TRUE
943454472,21,Male,0,0.07,0.01,0.05,all,a few,none,"Yes, use my data",,a few,TRUE
945428108,65,female,0,0,0,0,all,none,none,"Yes, use my data",,none,TRUE
945540243,27,male,0.1,0.2,0.08,0.13,all,a few,none,"Yes, use my data",,less than half,TRUE
947925477,29,female,0,0.4,0.43,0.02,all,none,none,"Yes, use my data",,none,TRUE
967257877,20,Male,0.5,0.43,0.21,0.52,all,more than half,about half,"Yes, use my data",,less than half,TRUE
969948633,35,female,1,0.97,1,0.2,most,about half,about half,"Yes, use my data",,more than half,TRUE
971704584,47,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
977944306,31,Female,0.73,0.87,1,0.9,all,most,less than half,"Yes, use my data",,more than half,TRUE
978625298,32,Female,0.03,0,0,0,all,none,none,"Yes, use my data",,none,TRUE
980601162,57,female,0.07,0.03,0.01,0.02,a few,a few,none,"Yes, use my data",,none,TRUE
981832325,26,female,0.17,0.03,0.07,0.03,all,a few,none,"Yes, use my data",,less than half,TRUE
982971467,18,female,0,0,0,0,all,none,none,"Yes, use my data",,none,TRUE
987889691,21,female,0.63,0.8,0.67,0.92,all,most,most,"Yes, use my data",,most,TRUE
990004073,19,Male,0.27,0.37,0.2,0.18,all,less than half,a few,"Yes, use my data",,a few,TRUE
992543226,28,female,0.17,0,0,0,all,none,none,"No, exclude my data (please specify why):","For the first couple of pictures in the first section i thought the black and white picture was the ""painting"" and I marked it as unpleasant.   Then my eyes adjusted to see the actual paintings. All my answers from then on were the same - pleasant - as I really didn't have any preference for the different colour combinations of background and paint streaks found in the paintings - they were all fine.",none,TRUE
999172017,46,female,0,0,0,0,all,none,none,"Yes, use my data",,none,TRUE
259858603,NA,NA,0.07,0,0.29,0.3,all,about half,a few,"Yes, use my data",,less than half,FALSE
135418330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
870500023,NA,NA,NA,NA,NA,NA,none,none,none,"No, exclude my data (please specify why):",hk,none,FALSE
