prime_type,rating,influenced,self_exclusion_1,complete_data,experiment,party,unique_id
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_272574749
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_272574749
Negative,0,1,"Yes, use my data",TRUE,5,NA,5_272574749
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_272574749
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_272574749
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_272574749
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_272574749
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_272574749
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_272574749
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_272574749
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_272574749
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_272574749
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_272574749
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_272574749
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_272574749
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_272574749
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_272574749
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_272574749
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_272574749
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_272574749
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_272574749
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_272574749
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_272574749
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_272574749
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_272574749
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_272574749
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_272574749
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_272574749
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_272574749
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_272574749
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_44041616
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_44041616
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_44041616
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_44041616
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_44041616
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_44041616
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_44041616
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_44041616
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_44041616
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_44041616
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_44041616
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_44041616
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_44041616
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_44041616
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_44041616
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_44041616
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_44041616
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_44041616
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_44041616
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_44041616
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_44041616
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_44041616
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_44041616
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_44041616
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_44041616
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_44041616
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_44041616
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_44041616
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_44041616
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_44041616
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_44041616
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_44041616
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_44041616
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_44041616
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_44041616
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_44041616
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_44041616
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_44041616
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_44041616
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_44041616
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_44041616
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_44041616
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_44041616
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_44041616
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_44041616
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_44041616
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_44041616
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_44041616
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_44041616
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_44041616
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_44041616
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_44041616
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_44041616
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_44041616
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_44041616
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_44041616
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_44041616
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_44041616
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_44041616
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_44041616
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_118919930
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_118919930
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_118919930
Positive,1,1,"Yes, use my data",TRUE,5,NA,5_118919930
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_118919930
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_118919930
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_118919930
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_118919930
Positive,1,1,"Yes, use my data",TRUE,5,NA,5_118919930
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_118919930
Positive,1,1,"Yes, use my data",TRUE,5,NA,5_118919930
Negative,0,1,"Yes, use my data",TRUE,5,NA,5_118919930
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_118919930
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_118919930
Negative,0,1,"Yes, use my data",TRUE,5,NA,5_118919930
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_118919930
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_118919930
Negative,0,1,"Yes, use my data",TRUE,5,NA,5_118919930
Negative,0,1,"Yes, use my data",TRUE,5,NA,5_118919930
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_118919930
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_118919930
Negative,0,1,"Yes, use my data",TRUE,5,NA,5_118919930
Positive,1,1,"Yes, use my data",TRUE,5,NA,5_118919930
Positive,1,1,"Yes, use my data",TRUE,5,NA,5_118919930
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_118919930
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_118919930
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_118919930
Negative,0,1,"Yes, use my data",TRUE,5,NA,5_118919930
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_118919930
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_118919930
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_118919930
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_118919930
Positive,1,1,"Yes, use my data",TRUE,5,NA,5_118919930
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_118919930
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_118919930
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_118919930
Negative,0,1,"Yes, use my data",TRUE,5,NA,5_118919930
Positive,0,1,"Yes, use my data",TRUE,5,NA,5_118919930
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_118919930
Positive,1,1,"Yes, use my data",TRUE,5,NA,5_118919930
Negative,0,1,"Yes, use my data",TRUE,5,NA,5_118919930
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_118919930
Negative,0,1,"Yes, use my data",TRUE,5,NA,5_118919930
Positive,0,1,"Yes, use my data",TRUE,5,NA,5_118919930
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_118919930
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_118919930
Positive,1,1,"Yes, use my data",TRUE,5,NA,5_118919930
Negative,0,1,"Yes, use my data",TRUE,5,NA,5_118919930
Negative,0,1,"Yes, use my data",TRUE,5,NA,5_118919930
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_118919930
Negative,0,1,"Yes, use my data",TRUE,5,NA,5_118919930
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_118919930
Positive,1,1,"Yes, use my data",TRUE,5,NA,5_118919930
Positive,1,1,"Yes, use my data",TRUE,5,NA,5_118919930
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_118919930
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_118919930
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_118919930
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_118919930
Positive,1,1,"Yes, use my data",TRUE,5,NA,5_118919930
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_118919930
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_947925477
Positive,0,1,"Yes, use my data",TRUE,5,NA,5_947925477
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_947925477
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_947925477
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_947925477
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_947925477
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_947925477
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_947925477
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_947925477
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_947925477
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_947925477
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_947925477
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_947925477
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_947925477
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_947925477
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_947925477
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_947925477
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_947925477
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_947925477
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_947925477
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_947925477
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_947925477
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_947925477
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_947925477
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_947925477
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_947925477
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_947925477
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_947925477
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_947925477
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_947925477
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_947925477
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_947925477
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_947925477
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_947925477
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_947925477
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_947925477
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_947925477
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_947925477
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_947925477
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_947925477
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_947925477
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_947925477
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_947925477
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_947925477
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_947925477
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_947925477
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_947925477
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_947925477
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_947925477
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_947925477
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_947925477
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_947925477
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_947925477
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_947925477
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_947925477
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_947925477
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_947925477
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_947925477
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_947925477
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_947925477
Positive,0,1,"Yes, use my data",TRUE,5,NA,5_833363030
Negative,0,1,"Yes, use my data",TRUE,5,NA,5_833363030
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_833363030
Positive,1,1,"Yes, use my data",TRUE,5,NA,5_833363030
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_833363030
Negative,1,1,"Yes, use my data",TRUE,5,NA,5_833363030
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_833363030
Positive,0,1,"Yes, use my data",TRUE,5,NA,5_833363030
Positive,0,1,"Yes, use my data",TRUE,5,NA,5_833363030
Positive,1,1,"Yes, use my data",TRUE,5,NA,5_833363030
Positive,1,1,"Yes, use my data",TRUE,5,NA,5_833363030
Negative,0,1,"Yes, use my data",TRUE,5,NA,5_833363030
Positive,0,1,"Yes, use my data",TRUE,5,NA,5_833363030
Positive,0,1,"Yes, use my data",TRUE,5,NA,5_833363030
Negative,1,1,"Yes, use my data",TRUE,5,NA,5_833363030
Negative,1,1,"Yes, use my data",TRUE,5,NA,5_833363030
Positive,0,1,"Yes, use my data",TRUE,5,NA,5_833363030
Positive,0,1,"Yes, use my data",TRUE,5,NA,5_833363030
Positive,0,1,"Yes, use my data",TRUE,5,NA,5_833363030
Positive,1,1,"Yes, use my data",TRUE,5,NA,5_833363030
Negative,1,1,"Yes, use my data",TRUE,5,NA,5_833363030
Negative,1,1,"Yes, use my data",TRUE,5,NA,5_833363030
Negative,1,1,"Yes, use my data",TRUE,5,NA,5_833363030
Negative,0,1,"Yes, use my data",TRUE,5,NA,5_833363030
Negative,0,1,"Yes, use my data",TRUE,5,NA,5_833363030
Negative,0,1,"Yes, use my data",TRUE,5,NA,5_833363030
Positive,0,1,"Yes, use my data",TRUE,5,NA,5_833363030
Negative,0,1,"Yes, use my data",TRUE,5,NA,5_833363030
Negative,1,1,"Yes, use my data",TRUE,5,NA,5_833363030
Positive,0,1,"Yes, use my data",TRUE,5,NA,5_833363030
Positive,0,1,"Yes, use my data",TRUE,5,NA,5_833363030
Positive,1,1,"Yes, use my data",TRUE,5,NA,5_833363030
Positive,0,1,"Yes, use my data",TRUE,5,NA,5_833363030
Negative,1,1,"Yes, use my data",TRUE,5,NA,5_833363030
Negative,0,1,"Yes, use my data",TRUE,5,NA,5_833363030
Positive,0,1,"Yes, use my data",TRUE,5,NA,5_833363030
Negative,1,1,"Yes, use my data",TRUE,5,NA,5_833363030
Negative,1,1,"Yes, use my data",TRUE,5,NA,5_833363030
Negative,0,1,"Yes, use my data",TRUE,5,NA,5_833363030
Negative,0,1,"Yes, use my data",TRUE,5,NA,5_833363030
Positive,1,1,"Yes, use my data",TRUE,5,NA,5_833363030
Negative,1,1,"Yes, use my data",TRUE,5,NA,5_833363030
Positive,1,1,"Yes, use my data",TRUE,5,NA,5_833363030
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_833363030
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_833363030
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_833363030
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_833363030
Negative,0,1,"Yes, use my data",TRUE,5,NA,5_833363030
Positive,0,1,"Yes, use my data",TRUE,5,NA,5_833363030
Negative,0,1,"Yes, use my data",TRUE,5,NA,5_833363030
Positive,0,1,"Yes, use my data",TRUE,5,NA,5_833363030
Positive,0,1,"Yes, use my data",TRUE,5,NA,5_833363030
Positive,0,1,"Yes, use my data",TRUE,5,NA,5_833363030
Positive,1,1,"Yes, use my data",TRUE,5,NA,5_833363030
Negative,0,1,"Yes, use my data",TRUE,5,NA,5_833363030
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_833363030
Positive,0,1,"Yes, use my data",TRUE,5,NA,5_833363030
Negative,0,1,"Yes, use my data",TRUE,5,NA,5_833363030
Negative,0,1,"Yes, use my data",TRUE,5,NA,5_833363030
Negative,1,1,"Yes, use my data",TRUE,5,NA,5_833363030
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_173604659
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_173604659
Positive,1,1,"Yes, use my data",TRUE,5,NA,5_173604659
Positive,1,1,"Yes, use my data",TRUE,5,NA,5_173604659
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_173604659
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_173604659
Positive,1,1,"Yes, use my data",TRUE,5,NA,5_173604659
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_173604659
Negative,0,1,"Yes, use my data",TRUE,5,NA,5_173604659
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_173604659
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_173604659
Negative,0,1,"Yes, use my data",TRUE,5,NA,5_173604659
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_173604659
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_173604659
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_173604659
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_173604659
Positive,1,1,"Yes, use my data",TRUE,5,NA,5_173604659
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_173604659
Positive,1,1,"Yes, use my data",TRUE,5,NA,5_173604659
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_173604659
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_173604659
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_173604659
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_173604659
Negative,0,1,"Yes, use my data",TRUE,5,NA,5_173604659
Negative,0,1,"Yes, use my data",TRUE,5,NA,5_173604659
Positive,1,1,"Yes, use my data",TRUE,5,NA,5_173604659
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_173604659
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_173604659
Negative,0,1,"Yes, use my data",TRUE,5,NA,5_173604659
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_173604659
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_173604659
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_173604659
Positive,1,1,"Yes, use my data",TRUE,5,NA,5_173604659
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_173604659
Positive,1,1,"Yes, use my data",TRUE,5,NA,5_173604659
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_173604659
Negative,0,1,"Yes, use my data",TRUE,5,NA,5_173604659
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_173604659
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_173604659
Positive,1,1,"Yes, use my data",TRUE,5,NA,5_173604659
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_173604659
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_173604659
Negative,0,1,"Yes, use my data",TRUE,5,NA,5_173604659
Positive,0,1,"Yes, use my data",TRUE,5,NA,5_173604659
Positive,1,1,"Yes, use my data",TRUE,5,NA,5_173604659
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_173604659
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_173604659
Negative,0,1,"Yes, use my data",TRUE,5,NA,5_173604659
Positive,1,1,"Yes, use my data",TRUE,5,NA,5_173604659
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_173604659
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_173604659
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_173604659
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_173604659
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_173604659
Negative,0,1,"Yes, use my data",TRUE,5,NA,5_173604659
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_173604659
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_173604659
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_173604659
Positive,1,1,"Yes, use my data",TRUE,5,NA,5_173604659
Positive,0,1,"Yes, use my data",TRUE,5,NA,5_173604659
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_544587117
Positive,0,1,"Yes, use my data",TRUE,5,NA,5_544587117
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Positive,1,1,"Yes, use my data",TRUE,5,NA,5_544587117
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Positive,1,1,"Yes, use my data",TRUE,5,NA,5_544587117
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Positive,1,1,"Yes, use my data",TRUE,5,NA,5_544587117
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Positive,1,1,"Yes, use my data",TRUE,5,NA,5_544587117
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Positive,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Negative,1,0,"Yes, use my data",TRUE,5,NA,5_544587117
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_554294865
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_554294865
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_554294865
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_554294865
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_554294865
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_554294865
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_554294865
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_554294865
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_554294865
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_554294865
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_554294865
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_554294865
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_554294865
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_554294865
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_554294865
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_554294865
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_554294865
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_554294865
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_554294865
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_554294865
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_554294865
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_554294865
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_554294865
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_554294865
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_554294865
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_554294865
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_554294865
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_554294865
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_554294865
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_554294865
Positive,0,0,"Yes, use my data",TRUE,5,NA,5_554294865
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_554294865
Negative,0,0,"Yes, use my data",TRUE,5,NA,5_554294865
